"provincia";"comune";"toponimo";"COMBUSTIBILE_Gas_metano";"COMBUSTIBILE_Gasolio";"COMBUSTIBILE_GPL";"COMBUSTIBILE_Kerosene";"COMBUSTIBILE_Olio_combustibile";"COMBUSTIBILE_Legno";"COMBUSTIBILE_Pellet";"COMBUSTIBILE_Altro";"POTENZA_minore_35_KW";"POTENZA_da_35_a_116_KW";"POTENZA_da_116_a_350_KW";"POTENZA_uguale_350_KW_e_maggiore"
"001";"001001";"AGLIE'";70;3;31;;;;;;102;1;;
"001";"001002";"AIRASCA";37;;2;;;;;;39;;;
"001";"001003";"ALA DI STURA";2;;8;;;;;;10;;;
"001";"001004";"ALBIANO D'IVREA";62;3;4;;;;;;66;;1;
"001";"001005";"ALICE SUPERIORE";17;1;7;;;;;;25;;;
"001";"001006";"ALMESE";75;6;19;;;;;;98;2;;
"001";"001007";"ALPETTE";15;2;2;;;;;;18;;;
"001";"001008";"ALPIGNANO";429;1;7;;;;;;408;9;5;4
"001";"001009";"ANDEZENO";42;;2;;;;;;30;1;4;
"001";"001010";"ANDRATE";3;2;2;;;;;;7;;;
"001";"001011";"ANGROGNA";2;;4;;;;;;5;1;;
"001";"001012";"ARIGNANO";16;2;2;;;;;;11;1;;1
"001";"001013";"AVIGLIANA";250;3;28;;;;;;270;2;6;
"001";"001014";"AZEGLIO";41;1;1;;;;;;40;;;
"001";"001015";"BAIRO";26;2;11;;;;;;38;;1;
"001";"001016";"BALANGERO";119;6;4;;;;;;123;3;;
"001";"001017";"BALDISSERO CANAVESE";23;1;5;;;;;;29;;;
"001";"001018";"BALDISSERO TORINESE";45;7;2;;;;;;52;1;;
"001";"001019";"BALME";;;;;;;;;;;;
"001";"001020";"BANCHETTE";58;2;;;;;;;57;1;1;
"001";"001021";"BARBANIA";59;1;4;;;;;;63;;;
"001";"001022";"BARDONECCHIA";29;9;7;;;;;;34;6;;1
"001";"001023";"BARONE CANAVESE";6;;1;;;;;;7;;;
"001";"001024";"BEINASCO";458;;;;;;;;397;16;13;12
"001";"001025";"BIBIANA";19;2;11;;;;;1;26;;;1
"001";"001026";"BOBBIO PELLICE";2;1;8;;;;;;11;;;
"001";"001027";"BOLLENGO";56;2;12;;;;;;68;;;
"001";"001028";"BORGARO TORINESE";352;5;4;;;;;;331;3;1;6
"001";"001029";"BORGIALLO";5;1;17;;;;;;23;;;
"001";"001030";"BORGOFRANCO D'IVREA";123;4;7;;;;;;132;2;;
"001";"001031";"BORGOMASINO";11;2;1;;;;;;14;;;
"001";"001032";"BORGONE SUSA";89;1;10;;;;;;100;;;
"001";"001033";"BOSCONERO";56;;12;;;;;;68;;;
"001";"001034";"BRANDIZZO";270;5;5;;;;;;274;2;;1
"001";"001035";"BRICHERASIO";60;2;2;;;;;;64;;;
"001";"001036";"BROSSO";7;6;5;;;;;;18;;;
"001";"001037";"BROZOLO";2;3;5;;;;;;10;;;
"001";"001038";"BRUINO";253;3;1;;;;;;233;11;3;3
"001";"001039";"BRUSASCO";27;2;2;;;;;;31;;;
"001";"001040";"BRUZOLO";51;1;9;;;;;;61;;;
"001";"001041";"BURIASCO";16;;1;;;;;;17;;;
"001";"001042";"BUROLO";61;3;1;;;;;;63;1;1;
"001";"001043";"BUSANO";39;;10;;;;;;48;;;
"001";"001044";"BUSSOLENO";148;11;7;;;;1;;167;;;
"001";"001045";"BUTTIGLIERA ALTA";154;5;5;;;1;;;151;6;2;
"001";"001046";"CAFASSE";93;6;15;;;;1;;115;;;
"001";"001047";"CALUSO";101;;7;;;;;;107;1;;
"001";"001048";"CAMBIANO";122;4;14;;;;;;129;1;3;1
"001";"001049";"CAMPIGLIONE-FENILE";24;;2;;;;;;19;4;3;
"001";"001050";"CANDIA CANAVESE";30;4;1;;;;;;35;;;
"001";"001051";"CANDIOLO";250;;1;;;;;1;244;2;1;2
"001";"001052";"CANISCHIO";;;8;;;;;;8;;;
"001";"001053";"CANTALUPA";28;2;1;;;;;;30;1;;
"001";"001054";"CANTOIRA";1;1;7;;;;;;8;1;;
"001";"001055";"CAPRIE";69;1;3;;;;;;71;2;;
"001";"001056";"CARAVINO";26;;1;;;;;;27;;;
"001";"001057";"CAREMA";30;;2;;;;;;32;;;
"001";"001058";"CARIGNANO";183;;1;;;;;;179;3;;
"001";"001059";"CARMAGNOLA";321;;10;;;;;;300;10;6;3
"001";"001060";"CASALBORGONE";40;5;11;;;2;;;52;2;;
"001";"001061";"CASCINETTE D'IVREA";65;1;1;;;;;;66;1;;
"001";"001062";"CASELETTE";49;1;;;;;;;46;;1;
"001";"001063";"CASELLE TORINESE";689;17;23;;;;;;700;8;1;2
"001";"001064";"CASTAGNETO PO";63;3;16;;;;;;70;;;1
"001";"001065";"CASTAGNOLE PIEMONTE";33;1;4;;;;;;38;;;
"001";"001066";"CASTELLAMONTE";349;24;82;;;;;;448;1;;
"001";"001067";"CASTELNUOVO NIGRA";;2;7;;;;;;9;;;
"001";"001068";"CASTIGLIONE TORINESE";144;1;10;;;;;;151;2;;
"001";"001069";"CAVAGNOLO";58;3;4;;;;;;65;;;
"001";"001070";"CAVOUR";64;1;9;;;;;4;75;;;1
"001";"001071";"CERCENASCO";22;;1;;;;;;23;;;
"001";"001072";"CERES";4;5;9;;;;;;12;4;1;
"001";"001073";"CERESOLE REALE";2;;9;;;;;;11;;;
"001";"001074";"CESANA TORINESE";40;3;7;;;;;;24;10;10;2
"001";"001075";"CHIALAMBERTO";;;3;;;;;;3;;;
"001";"001076";"CHIANOCCO";13;2;13;;;;;;28;;;
"001";"001077";"CHIAVERANO";72;10;16;;;;;;92;1;2;
"001";"001078";"CHIERI";618;31;22;;;1;;;628;19;2;2
"001";"001079";"CHIESANUOVA";1;1;7;;;;;;9;;;
"001";"001080";"CHIOMONTE";1;4;4;;;;;;7;1;;
"001";"001081";"CHIUSA DI SAN MICHELE";47;;2;;;;;;46;;;
"001";"001082";"CHIVASSO";611;3;4;;;;;;597;1;3;2
"001";"001083";"CICONIO";2;1;5;;;;;;7;1;;
"001";"001084";"CINTANO";1;2;8;;;;;;11;;;
"001";"001085";"CINZANO";3;1;1;;;;;;5;;;
"001";"001086";"CIRIE'";737;26;39;;;;;;783;10;2;
"001";"001087";"CLAVIERE";1;6;;;;;;;;2;1;
"001";"001088";"COASSOLO TORINESE";23;2;9;;;;;;34;;;
"001";"001089";"COAZZE";50;1;5;;;;;;52;;;1
"001";"001090";"COLLEGNO";922;2;5;;;;;;788;33;29;14
"001";"001091";"COLLERETTO CASTELNUOVO";1;1;10;;;;;;12;;;
"001";"001092";"COLLERETTO GIACOSA";43;2;3;;;;;;48;;;
"001";"001093";"CONDOVE";128;1;4;;;1;;;133;1;;
"001";"001094";"CORIO";99;3;13;;;;;;113;1;;
"001";"001095";"COSSANO CANAVESE";6;;1;;;;;;7;;;
"001";"001096";"CUCEGLIO";32;;1;;;;;;33;;;
"001";"001097";"CUMIANA";117;1;8;;;;;;124;2;;
"001";"001098";"CUORGNE'";283;26;40;;;;1;;342;;;1
"001";"001099";"DRUENTO";132;;6;;;;;;136;1;;
"001";"001100";"EXILLES";;;1;;;;;;1;;;
"001";"001101";"FAVRIA";144;8;15;;;;1;;168;;;
"001";"001102";"FELETTO";74;4;1;;;;;;75;;1;
"001";"001103";"FENESTRELLE";32;;;;;;;;27;4;1;
"001";"001104";"FIANO";74;3;6;;;;;;83;;;
"001";"001105";"FIORANO CANAVESE";23;1;;;;;;;24;;;
"001";"001106";"FOGLIZZO";60;1;1;;;;;;62;;;
"001";"001107";"FORNO CANAVESE";101;6;13;;;;;;120;;;
"001";"001108";"FRASSINETTO";4;9;11;;;;;;21;1;;
"001";"001109";"FRONT";71;;5;;;;;;76;;;
"001";"001110";"FROSSASCO";41;2;4;;;;;;47;;;
"001";"001111";"GARZIGLIANA";9;;;;;;;;9;;;
"001";"001112";"GASSINO TORINESE";223;4;12;;;;;;227;3;3;
"001";"001113";"GERMAGNANO";8;2;2;;;;;;12;;;
"001";"001114";"GIAGLIONE";;4;15;;;;;;19;;;
"001";"001115";"GIAVENO";314;2;23;;;;;;333;5;;
"001";"001116";"GIVOLETTO";57;;3;;;;;;60;;;
"001";"001117";"GRAVERE";13;3;;;;;;;16;;;
"001";"001118";"GROSCAVALLO";1;;11;;;;;;12;;;
"001";"001119";"GROSSO";47;1;3;;;;;;47;;;1
"001";"001120";"GRUGLIASCO";674;2;1;;;;;;601;29;13;5
"001";"001121";"INGRIA";;;;;;;;;;;;
"001";"001122";"INVERSO PINASCA";12;;1;;;;;;13;;;
"001";"001123";"ISOLABELLA";5;;;;;;;;5;;;
"001";"001124";"ISSIGLIO";8;3;5;;;;;;16;;;
"001";"001125";"IVREA";971;16;11;;2;;;;954;14;1;5
"001";"001126";"LA CASSA";56;1;2;;;;;;58;1;;
"001";"001127";"LA LOGGIA";252;3;6;;;;;;254;1;1;
"001";"001128";"LANZO TORINESE";100;5;14;;;;;;119;;;
"001";"001129";"LAURIANO";43;2;3;;;;;;48;;;
"001";"001130";"LEINI'";595;7;49;;;;;;556;23;8;10
"001";"001131";"LEMIE";2;;1;;;;;;3;;;
"001";"001132";"LESSOLO";29;;4;;;;;;33;;;
"001";"001133";"LEVONE";31;;;;;;;;31;;;
"001";"001134";"LOCANA";25;1;25;;;;;;50;;;
"001";"001135";"LOMBARDORE";64;1;2;;;;;;51;;16;
"001";"001136";"LOMBRIASCO";20;;;;;;;;20;;;
"001";"001137";"LORANZE'";41;2;3;;;;;;44;;1;
"001";"001138";"LUGNACCO";11;1;1;;;;;;13;;;
"001";"001139";"LUSERNA SAN GIOVANNI";103;4;11;;;;;;115;;;1
"001";"001140";"LUSERNETTA";6;;3;;;;;;8;1;;
"001";"001141";"LUSIGLIE'";2;4;15;;;;;;21;;;
"001";"001142";"MACELLO";17;;1;;;;;;15;1;2;
"001";"001143";"MAGLIONE";4;;1;;;;;;5;;;
"001";"001144";"MARENTINO";20;1;2;;;;;;23;;;
"001";"001145";"MASSELLO";;;;;;;;;;;;
"001";"001146";"MATHI";106;8;13;;;;;;127;;;
"001";"001147";"MATTIE";2;3;7;;;;;;12;;;
"001";"001148";"MAZZE'";56;5;2;;;;;;63;;;
"001";"001149";"MEANA DI SUSA";1;3;16;;;;;;20;;;
"001";"001150";"MERCENASCO";38;;6;;;;;;44;;;
"001";"001151";"MEUGLIANO";;;1;;;;;;1;;;
"001";"001152";"MEZZENILE";;3;2;;;;;;5;;;
"001";"001153";"MOMBELLO DI TORINO";11;;1;;;;;;12;;;
"001";"001154";"MOMPANTERO";24;;5;;;;;;29;;;
"001";"001155";"MONASTERO DI LANZO";1;;;;;;;;1;;;
"001";"001156";"MONCALIERI";1203;18;24;;;;;;1094;44;23;14
"001";"001157";"MONCENISIO";;1;;;;;;;1;;;
"001";"001158";"MONTALDO TORINESE";8;;;;;;;;8;;;
"001";"001159";"MONTALENGHE";27;;;;;;;;27;;;
"001";"001160";"MONTALTO DORA";152;1;2;;;;;;153;1;;
"001";"001161";"MONTANARO";175;4;1;;;;;;180;;;
"001";"001162";"MONTEU DA PO";13;1;4;;;;;;18;;;
"001";"001163";"MORIONDO TORINESE";16;;1;;;;;;17;;;
"001";"001164";"NICHELINO";1104;6;7;;;;;;1070;13;10;6
"001";"001165";"NOASCA";;2;4;;;;;;6;;;
"001";"001166";"NOLE";196;21;39;;;;;;249;3;;
"001";"001167";"NOMAGLIO";1;1;4;;;;;;6;;;
"001";"001168";"NONE";114;;1;;;;;;110;1;;1
"001";"001169";"NOVALESA";;;5;;;;;;5;;;
"001";"001170";"OGLIANICO";57;7;6;;;;;;70;;;
"001";"001171";"ORBASSANO";520;5;20;;;;;;483;17;16;11
"001";"001172";"ORIO CANAVESE";18;;4;;;;;;22;;;
"001";"001173";"OSASCO";20;;1;;;;;;21;;;
"001";"001174";"OSASIO";13;;1;;;;;;14;;;
"001";"001175";"OULX";107;1;14;;;;;;121;1;;
"001";"001176";"OZEGNA";51;1;1;;;;;;51;;2;
"001";"001177";"PALAZZO CANAVESE";35;1;3;;;;;;39;;;
"001";"001178";"PANCALIERI";25;;3;;;;;;28;;;
"001";"001179";"PARELLA";19;;3;;;;;;22;;;
"001";"001180";"PAVAROLO";21;1;;;;;;;22;;;
"001";"001181";"PAVONE CANAVESE";147;7;5;;;;;;152;3;;
"001";"001182";"PECCO";7;;2;;;;;;8;;;
"001";"001183";"PECETTO TORINESE";49;17;17;;;;;;71;2;1;1
"001";"001184";"PEROSA ARGENTINA";91;;4;;;;;;91;2;;
"001";"001185";"PEROSA CANAVESE";12;;1;;;;;;13;;;
"001";"001186";"PERRERO";3;;1;;;;;;4;;;
"001";"001187";"PERTUSIO";19;1;3;;;;;;23;;;
"001";"001188";"PESSINETTO";1;4;4;;;;;;9;;;
"001";"001189";"PIANEZZA";299;4;11;;;;;;263;4;7;7
"001";"001190";"PINASCA";72;1;5;;;;;;75;3;;
"001";"001191";"PINEROLO";572;4;7;;;;;;545;12;9;2
"001";"001192";"PINO TORINESE";141;15;24;;;;;;144;17;1;
"001";"001193";"PIOBESI TORINESE";114;3;5;;;;;;110;3;6;
"001";"001194";"PIOSSASCO";326;2;14;;;;;;334;6;;
"001";"001195";"PISCINA";60;;1;;;;;;58;2;1;
"001";"001196";"PIVERONE";53;1;4;;;;;;58;;;
"001";"001197";"POIRINO";170;;9;;;;;;172;1;1;1
"001";"001198";"POMARETTO";34;1;2;;;;;;37;;;
"001";"001199";"PONT-CANAVESE";143;5;23;;;;;;169;1;;
"001";"001200";"PORTE";31;;;;;;;;30;1;;
"001";"001201";"PRAGELATO";176;2;5;;;;;;142;31;4;2
"001";"001202";"PRALI";10;1;6;;;;;;7;3;;1
"001";"001203";"PRALORMO";23;;2;;;;;;25;;;
"001";"001204";"PRAMOLLO";1;1;1;;;;;;3;;;
"001";"001205";"PRAROSTINO";16;;2;;;;;;18;;;
"001";"001206";"PRASCORSANO";12;5;15;;;;;;32;;;
"001";"001207";"PRATIGLIONE";1;1;7;;;;;;9;;;
"001";"001208";"QUAGLIUZZO";19;;;;;;;;19;;;
"001";"001209";"QUASSOLO";13;1;;;;;;;14;;;
"001";"001210";"QUINCINETTO";23;;;;;;;;23;;;
"001";"001211";"REANO";62;2;3;;;;;;66;;;
"001";"001212";"RIBORDONE";;;;;;;;;;;;
"001";"001213";"RIVALBA";19;1;1;;;;;;19;1;;
"001";"001214";"RIVALTA DI TORINO";438;1;6;;;;;;415;17;1;3
"001";"001215";"RIVA PRESSO CHIERI";38;4;20;;;;;;44;7;;
"001";"001216";"RIVARA";89;6;14;;;;;;109;;;
"001";"001217";"RIVAROLO CANAVESE";364;14;29;;;;;;404;;1;
"001";"001218";"RIVAROSSA";41;;4;;;;;;45;;;
"001";"001219";"RIVOLI";1256;6;7;;;;;;1010;51;56;20
"001";"001220";"ROBASSOMERO";117;12;10;;;;;;101;;2;4
"001";"001221";"ROCCA CANAVESE";38;7;4;;;;;;45;2;;
"001";"001222";"ROLETTO";42;3;;;;;;;41;2;2;
"001";"001223";"ROMANO CANAVESE";81;3;5;;;;;;83;1;2;
"001";"001224";"RONCO CANAVESE";2;;2;;;;;;4;;;
"001";"001225";"RONDISSONE";36;;1;;;;;;37;;;
"001";"001226";"RORA'";;3;9;;;;;;12;;;
"001";"001227";"ROURE";31;2;4;;;;;;34;2;1;
"001";"001228";"ROSTA";122;1;8;;;1;;;125;2;1;1
"001";"001229";"RUBIANA";40;3;7;;;;;;48;2;;
"001";"001230";"RUEGLIO";3;;8;;;;;;11;;;
"001";"001231";"SALASSA";56;;2;;;;1;;56;3;;
"001";"001232";"SALBERTRAND";10;;1;;;;;;9;;1;
"001";"001233";"SALERANO CANAVESE";32;;4;;;;;;36;;;
"001";"001234";"SALZA DI PINEROLO";;;1;;;;;;1;;;
"001";"001235";"SAMONE";54;;;;;;;;54;;;
"001";"001236";"SAN BENIGNO CANAVESE";193;3;8;;;;;;188;2;2;1
"001";"001237";"SAN CARLO CANAVESE";165;1;8;;;;;;172;1;;
"001";"001238";"SAN COLOMBANO BELMONTE";6;;3;;;;;;9;;;
"001";"001239";"SAN DIDERO";22;;;;;;;;21;;;
"001";"001240";"SAN FRANCESCO AL CAMPO";155;10;15;;;;;;172;4;;
"001";"001241";"SANGANO";119;;3;;;;;;121;;;
"001";"001242";"SAN GERMANO CHISONE";42;;3;;;;;;32;5;3;1
"001";"001243";"SAN GILLIO";80;;4;;;;;;78;;;1
"001";"001244";"SAN GIORGIO CANAVESE";69;;12;;;;;;77;1;;1
"001";"001245";"SAN GIORIO DI SUSA";28;2;4;;;;;;34;;;
"001";"001246";"SAN GIUSTO CANAVESE";120;3;6;;;;;;129;;;
"001";"001247";"SAN MARTINO CANAVESE";27;;8;;;;;;35;;;
"001";"001248";"SAN MAURIZIO CANAVESE";420;4;15;;;;;;431;3;;
"001";"001249";"SAN MAURO TORINESE";424;9;9;;;;;;396;9;9;1
"001";"001250";"SAN PIETRO VAL LEMINA";17;;;;;;;;17;;;
"001";"001251";"SAN PONSO";13;2;1;;;;;;16;;;
"001";"001252";"SAN RAFFAELE CIMENA";58;;13;;;;1;;68;;1;
"001";"001253";"SAN SEBASTIANO DA PO";30;5;10;;;;;;45;;;
"001";"001254";"SAN SECONDO DI PINEROLO";61;3;6;;;;;;68;1;;
"001";"001255";"SANT'AMBROGIO DI TORINO";179;;12;;;;;;184;1;2;
"001";"001256";"SANT'ANTONINO DI SUSA";134;1;7;;;;;;140;1;;1
"001";"001257";"SANTENA";176;1;11;;;;;;165;8;5;
"001";"001258";"SAUZE DI CESANA";19;;;;;;;;18;;1;
"001";"001259";"SAUZE D'OULX";69;14;1;;;;;;21;11;23;9
"001";"001260";"SCALENGHE";50;5;2;;;;;;55;1;;
"001";"001261";"SCARMAGNO";13;1;4;;;;;;18;;;
"001";"001262";"SCIOLZE";14;2;5;;;;;;21;;;
"001";"001263";"SESTRIERE";22;2;;;;;;;14;2;4;1
"001";"001264";"SETTIMO ROTTARO";20;;1;;;;;;21;;;
"001";"001265";"SETTIMO TORINESE";858;5;10;;;;;;800;12;11;8
"001";"001266";"SETTIMO VITTONE";15;;8;;;;;;23;;;
"001";"001267";"SPARONE";15;;15;;;;;;30;;;
"001";"001268";"STRAMBINELLO";11;1;;;;;;;12;;;
"001";"001269";"STRAMBINO";189;4;11;;;;;;190;4;2;
"001";"001270";"SUSA";164;5;24;;;;;;190;3;;
"001";"001271";"TAVAGNASCO";16;;1;;;;;;17;;;
"001";"001272";"TORINO";10450;145;44;;2;;;5;8874;402;420;168
"001";"001273";"TORRAZZA PIEMONTE";54;;;;;;;;54;;;
"001";"001274";"TORRE CANAVESE";27;1;1;;;;;;28;;;
"001";"001275";"TORRE PELLICE";66;5;3;;;;;;73;;1;
"001";"001276";"TRANA";51;7;29;;;;;;85;2;;
"001";"001277";"TRAUSELLA";;;6;;;;;;6;;;
"001";"001278";"TRAVERSELLA";;2;4;;;;;;6;;;
"001";"001279";"TRAVES";2;;7;;;;;;9;;;
"001";"001280";"TROFARELLO";332;2;10;;;;;1;307;5;7;4
"001";"001281";"USSEAUX";18;;1;;;;;;17;;1;
"001";"001282";"USSEGLIO";;;3;;;;;;3;;;
"001";"001283";"VAIE";41;;4;;;;;;45;;;
"001";"001284";"VAL DELLA TORRE";61;4;5;;;;;;67;1;;
"001";"001285";"VALGIOIE";3;1;16;;;;1;;21;;;
"001";"001286";"VALLO TORINESE";45;3;;;;;;;47;;;
"001";"001287";"VALPERGA";98;7;14;;;;;;119;;;
"001";"001288";"VALPRATO SOANA";;1;7;;;;;;8;;;
"001";"001289";"VARISELLA";36;2;4;;;;;;42;;;
"001";"001290";"VAUDA CANAVESE";86;1;2;;;;;;86;1;;
"001";"001291";"VENAUS";3;1;11;;;;;;15;;;
"001";"001292";"VENARIA REALE";695;2;2;;;;;;604;16;22;12
"001";"001293";"VEROLENGO";71;;3;;;;;;74;;;
"001";"001294";"VERRUA SAVOIA";10;;4;;;;;;10;;1;
"001";"001295";"VESTIGNE'";28;;1;;;;;;29;;;
"001";"001296";"VIALFRE'";17;;;;;;;;16;;;
"001";"001297";"VICO CANAVESE";3;7;11;;;;;;21;;;
"001";"001298";"VIDRACCO";19;1;6;;;;;;25;;;
"001";"001299";"VIGONE";33;;4;;;;;1;36;1;;
"001";"001300";"VILLAFRANCA PIEMONTE";114;14;14;;;;;;105;14;11;
"001";"001301";"VILLANOVA CANAVESE";50;3;6;;;;;;57;1;;
"001";"001302";"VILLARBASSE";105;4;5;;;;;;109;4;;
"001";"001303";"VILLAR DORA";48;;7;;;;;;53;2;;
"001";"001304";"VILLAREGGIA";24;;2;;;;;;25;1;;
"001";"001305";"VILLAR FOCCHIARDO";71;2;8;;;;;;81;;;
"001";"001306";"VILLAR PELLICE";16;;6;;;;;;22;;;
"001";"001307";"VILLAR PEROSA";126;;4;;;;;;119;9;2;
"001";"001308";"VILLASTELLONE";67;2;2;;;;;;61;2;;1
"001";"001309";"VINOVO";598;3;4;;;;;;545;13;6;2
"001";"001310";"VIRLE PIEMONTE";25;;;;;;;;21;1;2;1
"001";"001311";"VISCHE";15;;2;;;;;;17;;;
"001";"001312";"VISTRORIO";49;4;8;;;;;;60;1;;
"001";"001313";"VIU'";1;2;6;;;;;;9;;;
"001";"001314";"VOLPIANO";619;7;41;;;;;;593;27;25;2
"001";"001315";"VOLVERA";193;;7;;;;;;188;6;2;
"002";"002002";"ALAGNA VALSESIA";;;5;;;;;;5;;;
"002";"002003";"ALBANO VERCELLESE";5;;;;;;;;5;;;
"002";"002004";"ALICE CASTELLO";32;1;;;;;;;30;2;;
"002";"002006";"ARBORIO";7;;;;;;;;7;;;
"002";"002007";"ASIGLIANO VERCELLESE";10;;2;;;;;;12;;;
"002";"002008";"BALMUCCIA";;;2;;;;;;2;;;
"002";"002009";"BALOCCO";;;;;;;;;;;;
"002";"002011";"BIANZE'";4;;;;;;;;4;;;
"002";"002014";"BOCCIOLETO";;;1;;;;;;1;;;
"002";"002015";"BORGO D'ALE";11;;;;;;;;11;;;
"002";"002016";"BORGOSESIA";133;3;2;;1;;;;109;7;5;2
"002";"002017";"BORGO VERCELLI";26;;;;;;;;24;2;;
"002";"002019";"BREIA";;;1;;;;;;1;;;
"002";"002021";"BURONZO";8;;2;;;;;;4;6;;
"002";"002025";"CAMPERTOGNO";1;1;4;;;;;;5;;1;
"002";"002029";"CARCOFORO";;;;;;;;;;;;
"002";"002030";"CARESANA";22;;;;;;;;22;;;
"002";"002031";"CARESANABLOT";19;;;;;;;;19;;;
"002";"002032";"CARISIO";;;;;;;;;;;;
"002";"002033";"CASANOVA ELVO";;;;;;;;;;;;
"002";"002035";"SAN GIACOMO VERCELLESE";1;;;;;;;;1;;;
"002";"002038";"CELLIO";;;4;;;;;;4;;;
"002";"002041";"CERVATTO";;2;;;;;;;1;;1;
"002";"002042";"CIGLIANO";30;;;;;;;;30;;;
"002";"002043";"CIVIASCO";;;1;;;;;;1;;;
"002";"002045";"COLLOBIANO";;;;;;;;;;;;
"002";"002047";"COSTANZANA";15;;;;;;;;15;;;
"002";"002048";"CRAVAGLIANA";;2;2;;;;;;4;;;
"002";"002049";"CRESCENTINO";57;;;;;;;;54;2;;
"002";"002052";"CROVA";2;;;;;;;;2;;;
"002";"002054";"DESANA";14;;;;;;;;14;;;
"002";"002057";"FOBELLO";;;1;;;;;;1;;;
"002";"002058";"FONTANETTO PO";2;;;;;;;;2;;;
"002";"002059";"FORMIGLIANA";5;;;;;;;;5;;;
"002";"002061";"GATTINARA";34;;1;;;;;;33;2;;
"002";"002062";"GHISLARENGO";24;;;;;2;1;;26;1;;
"002";"002065";"GREGGIO";3;;;;;;;;3;;;
"002";"002066";"GUARDABOSONE";8;;;;;;;;8;;;
"002";"002067";"LAMPORO";1;;;;;;;;1;;;
"002";"002068";"LENTA";5;8;;;;;;;5;;4;4
"002";"002070";"LIGNANA";8;;1;;;;;;9;;;
"002";"002071";"LIVORNO FERRARIS";55;1;;;;;;;54;1;1;
"002";"002072";"LOZZOLO";;;;;;;;;;;;
"002";"002078";"MOLLIA";;;;;;;;;;;;
"002";"002079";"MONCRIVELLO";3;;;;;;;;3;;;
"002";"002082";"MOTTA DE' CONTI";7;1;;;;;;;7;1;;
"002";"002088";"OLCENENGO";3;;;;;;;;3;;;
"002";"002089";"OLDENICO";2;1;;;;;;;2;1;;
"002";"002090";"PALAZZOLO VERCELLESE";8;;;;;;;;8;;;
"002";"002091";"PERTENGO";6;;;;;;;;6;;;
"002";"002093";"PEZZANA";19;;;;;;;;19;;;
"002";"002096";"PILA";;1;5;;;;;;5;;1;
"002";"002097";"PIODE";;;2;;;;;;1;;1;
"002";"002102";"POSTUA";9;;;;;;;;9;;;
"002";"002104";"PRAROLO";12;;;;;;;;12;;;
"002";"002107";"QUARONA";67;1;;;;1;;;59;3;4;
"002";"002108";"QUINTO VERCELLESE";3;;;;;;;;3;;;
"002";"002110";"RASSA";;;;;;;;;;;;
"002";"002111";"RIMA SAN GIUSEPPE";;;;;;;;;;;;
"002";"002112";"RIMASCO";;;;;;;;;;;;
"002";"002113";"RIMELLA";;;;;;;;;;;;
"002";"002114";"RIVA VALDOBBIA";;;6;;;;;;6;;;
"002";"002115";"RIVE";7;;;;;;;;6;;;
"002";"002116";"ROASIO";3;1;;;;;;;3;1;;
"002";"002118";"RONSECCO";3;;;;;;;;3;;;
"002";"002121";"ROSSA";;;1;;;;;;1;;;
"002";"002122";"ROVASENDA";3;;;;;;;;3;;;
